Manufacturer,Price,Body Style,Fuel Efficiency,Engine Volume,Powertrain,License Status,Manufacture Year,Variant,Location,Distance Covered,Gearbox,Owner_Type
Mercedes-Benz,59500.0,van,400,2.3,Diesel,yes,1996,Vito,tanger,59450,Manual,First
Audi,65000.0,sedan,226,1.8,Petrol,yes,1995,A4,dakhla,75055,Manual,First
Audi,37500.0,sedan,354,2.5,Diesel,no,2000,A6,hosseima,49045,Manual,First
Mercedes-Benz,26500.0,vagon,122,2.3,Petrol,yes,1987,230,Casablanca,32005,Manual,First
BMW,,sedan,259,3.0,Diesel,yes,2001,330,rabat,45496,Manual,First
Renault,117800.0,other,206,2.0,Diesel,yes,2008,Trafic,tetouan,38277,Manual,First
Audi,230000.0,hatch,34,1.4,Petrol,yes,2013,A3,Casablanca,31400,Automatic,First
BMW,92500.0,sedan,245,2.2,Petrol,yes,2002,523,Casablanca,29500,Automatic,First
Volkswagen,71600.0,van,240,1.9,Diesel,yes,2008,Caddy,oujda,89000,Automatic,First
Audi,301500.0,sedan,150,2.0,Petrol,yes,2013,A6,sefrou,60000,Automatic,First
BMW,1506000.0,crossover,2,4.4,Petrol,yes,2016,X5 M,sefrou,90000,Manual,First
Mercedes-Benz,119989.0,other,185,,Diesel,yes,2005,Vito,tanger,82160,Manual,First
Audi,30000.0,vagon,270,2.5,Diesel,yes,1998,A4,oujda,76976,Manual,Second
Volkswagen,30900.0,hatch,230,1.6,Petrol,yes,2000,Golf IV,Casablanca,80000,Automatic,First
Mercedes-Benz,83700.0,sedan,285,3.0,Diesel,yes,1999,E-Class,Casablanca,32720,Manual,First
Mercedes-Benz,658989.0,sedan,11,4.7,Petrol,yes,2012,CLS 500,tetouan,36000,Manual,First
Renault,66289.0,van,66,1.5,Diesel,yes,2012,Kangoo,tetouan,52373,Manual,Second
Mercedes-Benz,,van,0,2.2,Diesel,yes,2016,V 250,tanger,29819,Automatic,First
Volkswagen,65200.0,sedan,161,4.2,Gas,no,2004,Phaeton,marrakech,47088,Automatic,Second
Mercedes-Benz,95800.0,other,575,2.2,Diesel,yes,2006,Sprinter 313,tanger,38852,Automatic,First
Toyota,257700.0,sedan,100,2.5,Gas,yes,2014,Camry,rabat,45000,Manual,Second
Mercedes-Benz,195900.0,van,167,2.2,Diesel,yes,2012,Vito,hosseima,28503,Automatic,First
Mercedes-Benz,371900.0,other,102,5.0,Petrol,yes,2008,CL 55 AMG,hosseima,80064,Manual,First
Audi,27600.0,vagon,110,2.5,Diesel,no,2002,A6,tetouan,148000,Manual,First
Audi,43000.0,vagon,234,2.5,Diesel,no,2001,A6,hosseima,41641,Manual,First
Renault,67200.0,van,322,,Diesel,yes,2001,Trafic,oujda,33000,Automatic,First
BMW,164000.0,other,205,,Petrol,yes,2004,530,Casablanca,45000,Manual,First
BMW,27600.0,sedan,270,2.0,Diesel,no,1998,320,mekness,50000,Automatic,First
Audi,1044000.0,other,30,5.2,Petrol,yes,2010,R8,tanger,46190,Manual,First
Renault,79300.0,van,212,1.5,Diesel,yes,2009,Kangoo,tanger,57676,Manual,First
BMW,187100.0,crossover,188,3.0,Diesel,yes,2004,X5,hosseima,94832,Manual,First
Volkswagen,114500.0,sedan,100,1.8,Petrol,yes,2008,Passat B6,mekness,72000,Automatic,First
BMW,334500.0,crossover,147,3.0,Diesel,yes,2008,X5,Casablanca,4000,Automatic,First
Audi,604000.0,crossover,100,6.0,Diesel,yes,2009,Q7,tetouan,38000,Manual,First
Audi,272900.0,sedan,163,4.2,Diesel,yes,2008,A8,tetouan,33000,Automatic,First
Mercedes-Benz,104600.0,van,184,2.2,Diesel,yes,2012,Vito,marrakech,38623,Manual,First
Renault,83700.0,van,128,1.5,Diesel,yes,2012,Kangoo,Casablanca,9489,Manual,First
Mercedes-Benz,142000.0,sedan,191,1.8,Petrol,yes,2005,E-Class,hosseima,62332,Automatic,First
Volkswagen,44100.0,vagon,350,1.9,Diesel,yes,2003,Passat B5,hosseima,10601,Automatic,First
Mercedes-Benz,549000.0,sedan,240,3.5,Petrol,yes,2006,S 350,sefrou,178000,Manual,First
Volkswagen,78200.0,hatch,159,1.6,Petrol,yes,2007,Golf V,sefrou,19000,Automatic,First
Mercedes-Benz,604000.0,crossover,40,4.6,Petrol,yes,2013,ML 500,sefrou,58581,Manual,First
Mitsubishi,111200.0,crossover,269,3.2,Diesel,yes,2002,Pajero Wagon,sefrou,83432,Manual,First
BMW,92500.0,sedan,365,3.0,Diesel,yes,2001,530,sefrou,83000,Automatic,First
Audi,312500.0,crossover,74,2.0,Petrol,yes,2010,Q5,rabat,67000,Manual,First
Audi,69389.0,vagon,230,2.5,Diesel,yes,1999,A6,Casablanca,11000,Manual,First
Mercedes-Benz,92700.0,sedan,196,2.0,Gas,yes,2000,E-Class,sefrou,82000,Manual,Second
Toyota,175200.0,crossover,281,4.2,Diesel,yes,1999,Land Cruiser 100,Casablanca,69009,Manual,Second
Mercedes-Benz,604000.0,crossover,120,5.5,Petrol,yes,2008,G 55 AMG,Casablanca,56500,Automatic,First
Volkswagen,228000.0,crossover,173,3.0,Diesel,yes,2008,Touareg,rabat,41980,Manual,Second
Mercedes-Benz,48500.0,other,356,2.3,Petrol,yes,1991,230,oujda,118077,Manual,First
BMW,409500.0,crossover,110,4.4,Petrol,yes,2011,X6,marrakech,94821,Automatic,Second
Mercedes-Benz,40250.0,vagon,330,2.2,Gas,yes,1995,E-Class,tetouan,31000,Manual,First
Audi,27050.0,vagon,1,2.5,Diesel,no,1998,A6,Casablanca,102000,Manual,First
Mitsubishi,94700.0,sedan,150,2.4,Gas,yes,2007,Galant,mekness,46000,Manual,First
Mercedes-Benz,325900.0,sedan,83,2.2,Diesel,yes,2012,E-Class,dakhla,76000,Manual,Second
Mercedes-Benz,433500.0,sedan,30,1.6,Petrol,yes,2014,C-Class,marrakech,59000,Manual,First
Volkswagen,94700.0,sedan,270,,Diesel,yes,2009,Caddy,marrakech,21000,Automatic,First
Volkswagen,417000.0,crossover,189,3.0,Diesel,yes,2012,Touareg,Casablanca,14000,Manual,First
Mercedes-Benz,111200.0,sedan,154,2.5,Petrol,yes,2006,C-Class,hosseima,32717,Manual,First
Volkswagen,569900.0,crossover,30,3.0,Diesel,yes,2015,Touareg,rabat,89000,Automatic,First
BMW,1272800.0,crossover,4,3.0,Diesel,yes,2016,X5 M,dakhla,79000,Manual,First
Toyota,95450.0,hatch,118,1.6,Petrol,yes,2008,Auris,Casablanca,45000,Automatic,Second
Mercedes-Benz,27600.0,hatch,111,1.4,Petrol,no,1999,A 140,oujda,60000,Automatic,First
BMW,176100.0,crossover,194,3.0,Diesel,yes,2004,X5,hosseima,44612,Manual,First
Volkswagen,17150.0,sedan,210,1.8,Petrol,no,1998,Passat B4,mekness,65000,Automatic,First
Mercedes-Benz,131000.0,van,177,,Diesel,yes,2013,Vito,tetouan,21400,Manual,First
Volkswagen,152692.77,sedan,0,1.6,Petrol,yes,2016,Polo,Casablanca,47234,Manual,First
Renault,73789.0,van,140,1.5,Diesel,yes,2012,Kangoo,sefrou,89000,Manual,First
Renault,125500.0,vagon,175,1.5,Diesel,yes,2011,Megane,tetouan,44000,Automatic,First
BMW,565500.0,hatch,77,3.0,Petrol,yes,2012,535,oujda,73042,Manual,First
Volkswagen,30900.0,vagon,243,1.9,Diesel,no,1999,Passat B5,dakhla,65000,Manual,First
Mercedes-Benz,103500.0,vagon,180,3.2,Diesel,yes,2002,E-Class,tanger,85846,Automatic,First
Mercedes-Benz,54000.0,van,400,2.3,Diesel,yes,1998,Vito,hosseima,57259,Manual,First
Volkswagen,,van,320,1.6,Diesel,yes,1985,T3 (Transporter),sefrou,8000,Manual,First
Mercedes-Benz,103500.0,other,650,2.2,Diesel,yes,2005,Sprinter 313,mekness,71000,Manual,First
Audi,140900.0,vagon,255,2.5,Diesel,yes,2005,A6 Allroad,Casablanca,69000,Manual,First
Toyota,,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,tetouan,1800,Automatic,First
Mercedes-Benz,137600.0,sedan,123,3.2,Petrol,yes,2000,S 320,Casablanca,22100,Manual,First
BMW,416738.75,sedan,0,2.0,Petrol,yes,2016,520,Casablanca,58075,Manual,First
Audi,565500.0,crossover,27,3.0,Diesel,yes,2013,Q7,marrakech,29000,Manual,First
Audi,428000.0,sedan,18,1.8,Other,yes,2015,A5,agadir,53000,Manual,First
Toyota,256400.0,crossover,120,4.0,Petrol,yes,2007,Land Cruiser Prado,tanger,32807,Automatic,First
Renault,,sedan,100,1.4,Petrol,yes,2009,Symbol,oujda,50000,Automatic,First
BMW,284989.0,sedan,80,2.0,Petrol,yes,2012,320,tanger,32324,Automatic,First
Mercedes-Benz,96900.0,hatch,155,1.5,Petrol,yes,2005,A 150,rabat,43874,Manual,First
Mercedes-Benz,1374000.0,sedan,18,3.0,Diesel,yes,2015,S 350,tanger,66245,Manual,First
BMW,33650.0,sedan,200,2.0,Diesel,no,1999,320,mekness,12100,Automatic,First
Volkswagen,70500.0,sedan,212,1.6,Petrol,yes,2003,Bora,tanger,20632,Manual,First
Mercedes-Benz,33500.0,van,257,2.2,Diesel,no,2002,C-Class,marrakech,100000,Manual,Third
Audi,22100.0,vagon,275,2.5,Diesel,no,1998,A4,Casablanca,82000,Manual,First
Volkswagen,145310.45,sedan,0,1.6,Petrol,yes,2016,Polo,tetouan,14600,Manual,First
Toyota,284989.0,other,108,4.0,Petrol,yes,2008,Land Cruiser Prado,hosseima,61000,Manual,First
BMW,,crossover,15,4.39,Petrol,yes,2015,X5 M,agadir,65012,Manual,First
Volkswagen,19900.0,sedan,297,1.6,Petrol,yes,1987,Jetta,Casablanca,38000,Manual,First
BMW,327900.0,crossover,235,3.0,Diesel,yes,2009,X5,rabat,51000,Manual,First
Volkswagen,111200.0,vagon,186,2.0,Diesel,yes,2005,Passat B6,Casablanca,14500,Automatic,First
Mercedes-Benz,230000.0,crossover,135,3.5,Petrol,yes,2007,ML 350,marrakech,72000,Manual,First
Renault,123300.0,van,183,2.0,Diesel,yes,2011,Trafic,oujda,76000,Manual,First
Audi,30350.0,sedan,260,,Other,no,1999,A6,oujda,40000,Manual,First
Mitsubishi,76000.0,sedan,133,1.6,Petrol,yes,2008,Lancer,sefrou,110000,Manual,First
Volkswagen,107900.0,hatch,156,1.6,Petrol,yes,2007,Golf Plus,tanger,121374,Manual,First
Volkswagen,149700.0,van,222,2.0,Diesel,yes,2011,T5 (Transporter) ,rabat,106976,Automatic,First
BMW,,hatch,107,2.0,Petrol,yes,2006,118,mekness,79000,Automatic,First
Mitsubishi,76400.0,sedan,189,1.6,Petrol,yes,2006,Lancer,rabat,150000,Manual,Third
BMW,37500.0,sedan,272,2.0,Diesel,yes,2000,320,tanger,116694,Manual,First
Audi,129900.0,sedan,131,2.0,Petrol,yes,2007,A4,hosseima,50161,Automatic,First
Volkswagen,316900.0,crossover,1,2.0,Petrol,yes,2016,Tiguan,sefrou,15000,Manual,First
Mitsubishi,9980.0,sedan,280,1.8,Diesel,yes,1986,Galant,Casablanca,76000,Manual,Second
Toyota,678890.0,crossover,68,4.5,Diesel,yes,2012,Land Cruiser 200,marrakech,34000,Automatic,Second
Mercedes-Benz,180500.0,other,260,2.2,Diesel,yes,2011,Sprinter 319,tanger,27904,Manual,First
BMW,33089.0,sedan,320,2.0,Diesel,no,2000,320,hosseima,89614,Manual,First
Mitsubishi,195000.0,crossover,160,3.2,Diesel,yes,2007,Pajero Wagon,dakhla,86000,Manual,Second
Audi,27600.0,vagon,273,2.5,Diesel,no,1999,A6,Casablanca,52000,Manual,First
Mercedes-Benz,1373989.0,crossover,0,3.0,Diesel,yes,2016,GLS 350,mekness,87000,Automatic,First
Renault,115050.0,van,195,2.0,Diesel,yes,2011,Trafic,tanger,58006,Manual,First
Audi,86100.0,vagon,302,2.5,Diesel,yes,2000,A6,rabat,89000,Manual,Second
Mercedes-Benz,108989.0,sedan,80,2.3,Petrol,yes,2002,C-Class,rabat,26725,Automatic,First
Mercedes-Benz,114500.0,sedan,285,1.8,Gas,yes,2003,E-Class,oujda,71360,Manual,First
Mercedes-Benz,214600.0,vagon,127,1.8,Diesel,yes,2013,B 180,dakhla,75055,Manual,First
Mercedes-Benz,943000.0,crossover,3,3.0,Diesel,yes,2016,GLS 350,rabat,128000,Manual,Second
Mercedes-Benz,161800.0,sedan,218,3.2,Diesel,yes,2004,S 320,agadir,34000,Automatic,First
Mercedes-Benz,63900.0,crossover,271,2.7,Diesel,no,2003,ML 270,dakhla,58095,Manual,First
Volkswagen,42450.0,hatch,280,,Gas,yes,1996,Golf III,Casablanca,34000,Automatic,First
Renault,78189.0,sedan,104,1.5,Diesel,yes,2010,Symbol,mekness,12000,Automatic,First
Volkswagen,104800.0,van,160,1.9,Diesel,yes,2009,Caddy,tanger,55431,Manual,Second
Toyota,563500.0,crossover,70,3.0,Diesel,yes,2015,Land Cruiser Prado,hosseima,47183,Manual,Second
Toyota,43000.0,sedan,243,2.0,Gas,yes,1987,Mark II,hosseima,53024,Automatic,First
Mercedes-Benz,158500.0,sedan,138,2.0,Petrol,yes,2007,E-Class,agadir,70002,Manual,First
Toyota,254200.0,crossover,160,4.0,Petrol,yes,2008,Land Cruiser Prado,marrakech,29000,Manual,First
Mercedes-Benz,1359000.0,crossover,0,4.0,Petrol,yes,2016,GLS 400,sefrou,150000,Manual,Third
Toyota,63900.0,crossover,180,3.0,Diesel,no,2003,Land Cruiser Prado,Casablanca,22695,Manual,First
Mercedes-Benz,40800.0,other,107,0.6,Petrol,yes,2000,Smart,tanger,32824,Automatic,First
Volkswagen,166200.0,van,132,2.5,Diesel,yes,2009,T5 (Transporter),oujda,36891,Manual,First
BMW,165300.0,sedan,250,2.5,Petrol,yes,2006,525,sefrou,12000,Automatic,Second
Volkswagen,218989.0,sedan,107,1.8,Petrol,yes,2011,Passat B7,hosseima,53500,Manual,First
Renault,102950.0,vagon,215,1.5,Diesel,yes,2008,Laguna,oujda,75600,Manual,First
Mitsubishi,121100.0,vagon,132,2.4,Gas,yes,2006,Grandis,hosseima,42076,Automatic,First
Audi,20450.0,vagon,210,1.8,Gas,no,1996,A4,agadir,50000,Automatic,First
Toyota,171700.0,sedan,125,3.5,Petrol,yes,2008,Camry,mekness,55000,Manual,First
Mitsubishi,125500.0,sedan,134,2.4,Petrol,yes,2009,Galant,oujda,94000,Automatic,First
Mitsubishi,128560.0,other,140,2.5,Diesel,yes,2007,L 200,dakhla,12000,Manual,Second
Toyota,193700.0,sedan,30,1.6,Petrol,yes,2014,Corolla,tanger,45051,Automatic,First
Volkswagen,213500.0,crossover,112,2.5,Diesel,yes,2008,Touareg,oujda,35000,Manual,First
BMW,25800.0,sedan,300,1.8,Other,yes,1987,318,sefrou,40000,Manual,Third
Audi,26150.0,vagon,268,2.5,Diesel,no,2000,A6,Casablanca,54000,Manual,Second
Mitsubishi,206900.0,crossover,93,3.8,Gas,yes,2008,Pajero Wagon,marrakech,60000,Manual,First
Volkswagen,94900.0,hatch,90,1.9,Diesel,yes,2009,Golf V,marrakech,37000,Manual,Second
Audi,97989.0,vagon,200,2.7,Petrol,yes,2003,A6 Allroad,hosseima,30711,Manual,First
Mercedes-Benz,623800.0,sedan,74,6.3,Petrol,yes,2010,S 63 AMG,rabat,49500,Manual,First
Renault,71800.0,van,185,1.6,Other,yes,2006,Kangoo,mekness,35214,Automatic,Second
Mitsubishi,24300.0,sedan,420,1.8,Petrol,yes,1991,Galant,agadir,64000,Manual,First
BMW,356500.0,sedan,131,2.0,Diesel,yes,2010,520,tetouan,45000,Automatic,First
Mercedes-Benz,32200.0,sedan,229,2.7,Diesel,no,2001,E-Class,agadir,58000,Manual,Second
BMW,664500.0,sedan,110,3.0,Diesel,yes,2011,740,hosseima,58815,Manual,First
Mercedes-Benz,343359.0,hatch,2,,Other,yes,2015,B-Class Electric Drive,Casablanca,60000,Manual,Third
Mitsubishi,189500.0,crossover,194,3.2,Diesel,yes,2008,Pajero Wagon,agadir,95000,Automatic,Second
Mercedes-Benz,92500.0,other,210,4.3,Gas,yes,2000,ML 430,oujda,65000,Manual,First
Mercedes-Benz,142000.0,other,580,2.2,Diesel,yes,2005,Sprinter 313,hosseima,56263,Manual,First
BMW,282800.0,sedan,203,2.0,Diesel,yes,2010,520,hosseima,56409,Manual,First
Mitsubishi,52900.0,vagon,250,2.5,Petrol,yes,2001,Galant,hosseima,46601,Manual,First
Renault,79300.0,vagon,200,1.5,Diesel,yes,2008,Megane,dakhla,98000,Manual,First
Audi,436800.0,sedan,180,4.2,Other,yes,2012,A8,tetouan,9500,Manual,First
Mercedes-Benz,43000.0,sedan,405,2.0,Diesel,yes,1992,200,tetouan,30000,Manual,First
Volkswagen,133189.0,vagon,149,2.0,Diesel,yes,2008,Passat B6,sefrou,79200,Manual,First
Mercedes-Benz,194800.0,van,162,1.8,Diesel,yes,2012,B 180,sefrou,100000,Manual,First
Volkswagen,82600.0,hatch,127,1.4,Petrol,yes,2007,Polo,sefrou,34000,Automatic,First
Mercedes-Benz,510500.0,crossover,127,5.0,Petrol,yes,2008,G 500,tanger,15731,Manual,First
Mercedes-Benz,184900.0,van,180,3.0,Diesel,yes,2008,Vito,Casablanca,87000,Automatic,First
BMW,740741.0,crossover,0,2.0,Diesel,yes,2016,X5,tetouan,45000,Manual,First
Mitsubishi,204700.0,crossover,52,2.0,Petrol,yes,2013,Outlander XL,dakhla,75074,Manual,First
BMW,67389.0,sedan,282,2.0,Petrol,yes,1995,520,mekness,62542,Manual,Second
Renault,75450.0,van,310,2.5,Diesel,yes,2005,Master,Casablanca,12000,Manual,First
Audi,22100.0,vagon,230,1.9,Diesel,no,2000,A4,oujda,80931,Manual,First
Toyota,312500.0,crossover,97,3.5,Petrol,yes,2012,Highlander,Casablanca,32792,Manual,First
Toyota,147700.0,sedan,48,1.4,Diesel,yes,2013,Corolla,dakhla,60000,Manual,Second
Volkswagen,27600.0,sedan,330,1.9,Petrol,no,1999,Passat B5,Casablanca,35000,Manual,First
Renault,219077.0,sedan,2,1.5,Diesel,yes,2015,Fluence,tanger,30706,Automatic,First
Volkswagen,74900.0,crossover,258,2.5,Diesel,no,2004,Touareg,tanger,20422,Manual,First
Toyota,239900.0,crossover,110,4.0,Gas,yes,2006,FJ Cruiser,rabat,114000,Automatic,First
Mitsubishi,64650.0,sedan,175,1.6,Petrol,yes,2007,Lancer,mekness,65000,Manual,Second
Toyota,92500.0,vagon,200,2.0,Petrol,yes,1999,Vista,tetouan,22000,Manual,First
BMW,19900.0,vagon,285,2.5,Diesel,no,1997,525,sefrou,100970,Automatic,First
Mercedes-Benz,312500.0,sedan,86,5.5,Petrol,yes,2007,S 500,mekness,16000,Automatic,First
BMW,494000.0,crossover,80,3.0,Petrol,yes,2011,X6,Casablanca,19000,Manual,First
Volkswagen,83700.0,van,228,1.9,Diesel,yes,2006,Caddy,oujda,31700,Manual,First
Toyota,369870.5,crossover,1,2.7,Petrol,yes,2015,Land Cruiser Prado,rabat,42000,Manual,First
Renault,88300.0,hatch,168,1.6,Petrol,yes,2009,Laguna,rabat,52000,Manual,Second
Volkswagen,439000.0,sedan,1,1.4,Petrol,yes,2015,Passat B8,tanger,57847,Manual,First
Mitsubishi,312500.0,crossover,0,2.0,Petrol,yes,2016,Outlander,tanger,65287,Manual,First
Mercedes-Benz,142000.0,sedan,220,5.0,Petrol,yes,2003,S 500,mekness,67031,Manual,First
BMW,179400.0,sedan,187,4.8,Gas,yes,2007,750,rabat,23598,Manual,First
Mercedes-Benz,,sedan,25,3.0,Diesel,yes,2014,S 350,hosseima,36884,Automatic,First
BMW,712900.0,crossover,73,3.0,Diesel,yes,2013,X6 M,hosseima,40866,Manual,First
Volkswagen,129900.0,hatch,91,1.4,Petrol,yes,2010,Golf VI,tetouan,2100,Manual,First
Mercedes-Benz,,crossover,0,4.6,Petrol,yes,2016,GLS 500,mekness,52516,Manual,First
BMW,360900.0,crossover,90,3.0,Petrol,yes,2008,X6,hosseima,38467,Automatic,First
Audi,347700.0,sedan,32,1.8,Petrol,yes,2014,A4,rabat,70000,Manual,First
Mitsubishi,85860.0,sedan,65,1.5,Petrol,yes,2011,Lancer,rabat,100000,Manual,Third
BMW,626000.0,other,20,3.5,Petrol,yes,2013,X6,hosseima,83629,Manual,First
Audi,246500.0,other,71,3.6,Petrol,yes,2007,Q7,tanger,32545,Automatic,First
Mitsubishi,114500.0,crossover,130,2.4,Gas,yes,2006,Outlander,tetouan,45807,Manual,First
BMW,620500.0,crossover,45,3.0,Diesel,yes,2014,X6,oujda,21260,Manual,First
Renault,145300.0,other,132,1.5,Diesel,yes,2012,Megane,Casablanca,16000,Automatic,First
Toyota,140900.0,sedan,129,1.8,Petrol,yes,2009,Avensis,mekness,77000,Manual,First
Volkswagen,65000.0,van,180,2.0,Diesel,yes,2008,Caddy,mekness,17585,Manual,First
Renault,93600.0,hatch,84,1.5,Diesel,yes,2012,Clio,mekness,110000,Manual,First
Audi,324632.45,sedan,1,1.4,Petrol,yes,2016,A4,hosseima,63295,Manual,First
Toyota,216800.0,crossover,44,2.0,Petrol,yes,2013,Rav 4,rabat,40158,Manual,First
Audi,215700.0,crossover,172,3.6,Petrol,yes,2007,Q7,rabat,163000,Manual,First
Toyota,318000.0,vagon,60,2.2,Diesel,yes,2013,Rav 4,mekness,27000,Manual,First
Mercedes-Benz,87000.0,van,40,2.9,Diesel,yes,1999,Sprinter 212,marrakech,67000,Manual,First
Volkswagen,227800.0,crossover,151,3.0,Diesel,yes,2008,Touareg,Casablanca,51920,Manual,First
Audi,22100.0,sedan,217,1.9,Diesel,no,1996,A4,Casablanca,54546,Manual,First
Mercedes-Benz,80950.0,sedan,219,2.0,Petrol,yes,2000,C-Class,marrakech,85000,Manual,First
Toyota,271800.0,sedan,43,2.5,Gas,yes,2015,Camry,Casablanca,27078,Automatic,First
Renault,130989.0,vagon,188,1.5,Other,yes,2012,Megane,tetouan,48000,Automatic,First
BMW,42100.0,hatch,160,1.6,Petrol,yes,2004,1 Series,dakhla,66770,Manual,Second
Volkswagen,140350.0,crossover,200,2.5,Diesel,yes,2006,Touareg,oujda,12000,Manual,First
Toyota,112500.0,sedan,124,1.8,Petrol,yes,2008,Avensis,rabat,62943,Automatic,Second
Mercedes-Benz,108989.0,sedan,250,2.2,Diesel,yes,2000,E-Class,tanger,130790,Manual,First
Volkswagen,33100.0,sedan,232,1.9,Diesel,no,2001,Passat B5,mekness,61000,Manual,First
Audi,338900.0,vagon,118,2.0,Petrol,yes,2013,A4 Allroad,marrakech,66538,Automatic,First
BMW,117800.0,other,191,2.2,Petrol,yes,2002,320,oujda,93000,Manual,First
Volkswagen,134300.0,hatch,62,1.4,Petrol,yes,2012,Polo,Casablanca,54000,Manual,First
Mitsubishi,105700.0,crossover,45,,Other,yes,2001,Pajero Sport,tanger,24806,Manual,First
Renault,207258.05,hatch,0,1.5,Diesel,yes,2016,Megane,dakhla,53959,Manual,First
Volkswagen,113800.0,van,156,1.6,Diesel,yes,2012,Caddy,Casablanca,58557,Automatic,Third
Mitsubishi,123300.0,crossover,209,3.5,Petrol,yes,1999,Pajero Wagon,Casablanca,29401,Manual,First
BMW,39700.0,sedan,305,1.9,Petrol,no,2000,318,mekness,62000,Manual,First
Mitsubishi,79300.0,sedan,137,1.6,Gas,yes,2006,Lancer,tetouan,41100,Automatic,First
Renault,30900.0,hatch,280,,Diesel,no,2005,Scenic,tanger,28371,Manual,First
Volkswagen,217700.0,vagon,74,2.0,Diesel,yes,2013,Passat B7,sefrou,240000,Manual,Fourth & Above
Toyota,224823.75,vagon,0,1.6,Petrol,yes,2016,Auris,marrakech,155566,Manual,Second
Renault,,van,150,2.5,Diesel,yes,2007,Trafic,tetouan,42500,Automatic,First
Volkswagen,55300.0,sedan,270,1.8,Gas,yes,1997,Passat B5,tanger,53735,Automatic,Second
Volkswagen,318440.0,sedan,0,1.4,Petrol,yes,2015,Jetta,Casablanca,51450,Manual,First
Mercedes-Benz,411500.0,other,94,5.5,Petrol,yes,2009,CL 55 AMG,agadir,71826,Automatic,First
Mercedes-Benz,241000.0,van,236,2.2,Diesel,yes,2012,Sprinter 313,oujda,24617,Manual,First
Mercedes-Benz,345500.0,sedan,123,2.2,Diesel,yes,2011,E-Class,Casablanca,2000,Manual,First
Mercedes-Benz,294900.0,sedan,150,5.5,Petrol,yes,2008,S 550,tetouan,40082,Manual,First
Mercedes-Benz,183800.0,van,116,2.2,Diesel,yes,2013,Vito,mekness,65537,Manual,First
Volkswagen,50900.0,van,198,1.6,Petrol,no,2004,Touran,mekness,90000,Manual,Second
Toyota,90300.0,sedan,140,3.0,Petrol,yes,2002,Camry,oujda,44600,Automatic,First
Renault,97989.0,vagon,100,1.5,Diesel,yes,2009,Kangoo,tanger,37806,Manual,First
Mercedes-Benz,246700.0,sedan,140,5.0,Petrol,yes,2007,S 500,oujda,99595,Manual,Second
BMW,830105.0,sedan,30,4.4,Petrol,yes,2014,550,sefrou,70000,Automatic,First
Mitsubishi,16600.0,vagon,185,1.3,Petrol,no,2000,Space Star,mekness,40100,Automatic,First
Audi,470900.0,crossover,140,3.0,Diesel,yes,2013,Q7,tetouan,35000,Manual,First
Audi,51800.0,sedan,341,2.8,Petrol,yes,1992,100,sefrou,44000,Automatic,First
Toyota,256400.0,sedan,69,2.5,Gas,yes,2014,Camry,hosseima,30552,Automatic,First
Toyota,752500.0,van,1,3.5,Petrol,yes,2016,Sienna,tanger,23882,Manual,First
Mercedes-Benz,137800.0,other,116,2.2,Diesel,yes,2013,Vito,oujda,98000,Manual,Second
BMW,70500.0,sedan,272,2.8,Petrol,yes,1996,328,hosseima,42362,Manual,First
BMW,215900.0,other,129,2.0,Petrol,yes,2008,320,tanger,42747,Automatic,Second
Toyota,257489.0,crossover,174,4.0,Gas,yes,2008,Land Cruiser Prado,tanger,22734,Manual,First
BMW,268500.0,crossover,170,4.8,Gas,yes,2007,X5,Casablanca,78000,Automatic,First
Volkswagen,108989.0,sedan,182,1.6,Petrol,yes,2006,Jetta,Casablanca,31000,Automatic,First
Mercedes-Benz,228900.0,other,250,3.2,Diesel,yes,2007,ML 320,dakhla,98008,Manual,First
BMW,92500.0,sedan,260,2.2,Gas,yes,2001,520,agadir,100200,Automatic,First
BMW,105700.0,sedan,250,2.0,Petrol,yes,2003,318,Casablanca,18000,Manual,First
Toyota,136500.0,sedan,175,2.4,Petrol,yes,2007,Camry,tetouan,24027,Manual,First
Mercedes-Benz,166200.0,sedan,195,3.0,Diesel,yes,2007,E-Class,dakhla,51264,Manual,First
Mercedes-Benz,202500.0,van,170,2.2,Diesel,yes,2010,Vito,rabat,32953,Manual,First
Renault,111200.0,hatch,70,1.5,Diesel,yes,2013,Sandero,Casablanca,9107,Manual,First
Mercedes-Benz,213700.0,sedan,220,2.2,Diesel,yes,2009,E-Class,dakhla,205000,Manual,Second
Mitsubishi,101850.0,sedan,94,1.5,Gas,yes,2010,Lancer X,marrakech,60000,Automatic,First
Mercedes-Benz,90300.0,sedan,175,3.2,Diesel,no,2006,E-Class,tetouan,65000,Manual,First
Mitsubishi,180500.0,crossover,150,3.5,Gas,yes,2008,Outlander XL,mekness,33000,Manual,First
Mitsubishi,51250.0,sedan,167,1.6,Petrol,yes,2003,Carisma,agadir,60000,Manual,First
